shipping_id,shipping_date,delivery_date,status,order_id,address_id
139,2025-02-20,,Pending,2167,1485
140,2025-02-18,,Cancelled,553,1372
141,2024-11-25,2024-11-30,Delivered,2087,704
142,2025-08-02,,Cancelled,1125,238
143,2025-01-21,,Cancelled,1565,319
144,2025-05-07,2025-05-16,Delivered,1043,369
145,2025-04-03,,Pending,2454,1469
146,2025-01-24,,Pending,466,792
147,2025-08-08,,Cancelled,2641,819
148,2025-08-23,2025-09-02,Delivered,776,1485
149,2024-11-11,,Cancelled,2732,1193
150,2025-08-25,,Cancelled,1222,1079
151,2024-10-08,,Cancelled,439,1082
152,2024-11-09,,Cancelled,759,639
153,2025-08-16,,Pending,1747,960
154,2025-06-08,2025-06-14,Delivered,856,204
155,2024-11-28,2024-12-03,Delivered,399,534
156,2025-04-08,,Cancelled,496,273
157,2025-07-20,,Pending,843,765
158,2025-04-14,2025-04-22,Delivered,2839,1424
159,2025-03-11,2025-03-14,Delivered,2849,236
160,2024-11-27,2024-12-07,Delivered,438,1484
161,2025-07-30,,Cancelled,2396,1253
162,2024-11-15,2024-11-21,Delivered,2098,1254
163,2025-06-19,,Pending,2674,950
164,2025-02-21,,Cancelled,655,670
165,2025-03-19,2025-03-25,Delivered,496,1254
166,2025-05-28,,Cancelled,1389,76
167,2025-09-17,,Cancelled,2516,461
168,2025-04-14,,Pending,2809,837
169,2024-12-23,2024-12-25,Delivered,193,121
170,2024-11-20,2024-11-25,Delivered,1747,167
171,2025-09-24,2025-10-02,Delivered,445,1022
172,2024-10-19,2024-10-22,Delivered,2902,83
173,2024-09-29,,Pending,1322,68
174,2024-11-28,,Pending,1228,72
175,2025-02-22,2025-03-03,Delivered,1268,1067
176,2024-10-04,,Pending,2297,898
177,2024-10-30,2024-11-04,Delivered,1008,1420
178,2024-12-04,2024-12-06,Delivered,1616,529
179,2024-10-03,2024-10-07,Delivered,2455,410
180,2025-05-14,2025-05-20,Delivered,951,983
181,2024-10-27,2024-11-06,Delivered,1922,1439
182,2025-03-18,2025-03-26,Delivered,1285,189
183,2025-04-28,2025-05-07,Delivered,2040,76
184,2025-07-18,,Pending,1536,838
185,2025-01-20,,Cancelled,1067,544
186,2025-05-20,2025-05-29,Delivered,1689,581
187,2025-09-17,2025-09-23,Delivered,500,509
188,2025-03-04,,Cancelled,1529,995
189,2025-04-04,2025-04-12,Delivered,1233,1054
190,2025-01-30,,Pending,1071,1213
191,2025-05-22,2025-05-27,Delivered,716,1098
192,2025-03-11,2025-03-20,Delivered,1967,422
193,2024-12-22,2024-12-24,Delivered,582,749
194,2025-04-24,2025-04-26,Delivered,1121,1012
195,2025-04-22,2025-04-30,Delivered,1130,1044
196,2025-02-15,2025-02-17,Delivered,338,654
197,2025-02-04,2025-02-06,Delivered,1304,152
198,2025-08-10,2025-08-12,Delivered,289,1429
199,2025-09-02,,Cancelled,970,1413
200,2025-05-30,2025-06-02,Delivered,2438,1473
201,2025-06-17,2025-06-27,Delivered,1471,987
202,2025-02-17,2025-02-26,Delivered,929,532
203,2025-03-10,,Pending,860,478
204,2025-04-04,,Pending,2605,896
205,2025-05-06,,Pending,320,1155
206,2024-10-24,2024-10-29,Delivered,1272,1326
207,2025-02-26,,Pending,1623,1246
208,2025-02-11,2025-02-21,Delivered,1006,1123
209,2024-12-23,2024-12-30,Delivered,1431,1179
210,2025-07-11,2025-07-16,Delivered,1672,131
211,2024-11-25,,Cancelled,843,634
212,2025-03-23,2025-03-28,Delivered,1904,483
213,2025-05-10,2025-05-20,Delivered,2291,1007
214,2025-08-12,2025-08-18,Delivered,2241,214
215,2024-12-09,2024-12-15,Delivered,1761,438
216,2025-04-01,2025-04-09,Delivered,1603,651
217,2025-06-13,,Cancelled,1214,1493
218,2025-04-13,,Pending,2848,680
219,2025-04-23,,Cancelled,2797,869
220,2025-04-20,,Pending,2046,1355
221,2025-09-23,2025-10-01,Delivered,1997,648
222,2025-03-04,2025-03-13,Delivered,2509,119
223,2025-06-17,,Pending,1991,852
224,2025-04-01,,Cancelled,2238,1301
225,2025-07-02,,Pending,2627,688
226,2024-11-14,2024-11-17,Delivered,439,793
227,2025-06-13,2025-06-20,Delivered,2607,498
228,2025-04-13,,Cancelled,469,1210
229,2025-04-17,,Cancelled,2622,1116
230,2025-03-17,,Pending,1655,889
231,2025-08-02,2025-08-10,Delivered,791,1252
232,2024-10-13,,Pending,2556,1443
233,2025-05-06,2025-05-14,Delivered,443,695
234,2025-01-25,,Cancelled,2152,1350
235,2025-04-06,,Cancelled,2294,1066
236,2025-09-20,2025-09-23,Delivered,689,1010
237,2025-09-23,2025-09-28,Delivered,2620,1368
238,2025-02-16,,Cancelled,1273,958
239,2025-08-23,2025-08-29,Delivered,326,752
240,2025-01-04,2025-01-11,Delivered,1505,421
241,2025-06-28,,Cancelled,2689,1398
242,2025-08-30,,Cancelled,1874,829
243,2025-01-24,,Pending,665,580
244,2024-10-29,,Cancelled,2741,1105
245,2025-06-04,2025-06-07,Delivered,1886,528
246,2024-10-26,2024-10-28,Delivered,2212,1326
247,2025-02-06,,Cancelled,41,107
248,2025-02-18,,Cancelled,373,370
249,2025-04-07,2025-04-12,Delivered,2355,614
250,2025-09-19,,Cancelled,857,465
251,2024-10-06,,Cancelled,2493,493
252,2025-01-16,2025-01-26,Delivered,1380,635
253,2025-02-22,,Cancelled,1584,812
254,2025-05-22,,Cancelled,615,1320
255,2024-11-22,,Pending,2437,336
256,2025-06-30,,Pending,2607,812
257,2025-01-10,,Cancelled,1473,257
258,2024-11-09,,Pending,1691,1172
259,2024-12-11,,Cancelled,2787,17
260,2025-05-03,,Pending,1187,344
261,2025-01-26,,Pending,1146,1011
262,2025-09-25,,Cancelled,1576,768
263,2025-08-04,2025-08-11,Delivered,312,1346
264,2025-07-16,2025-07-20,Delivered,465,1433
265,2025-05-03,,Pending,1189,565
266,2025-05-24,2025-06-02,Delivered,769,849
267,2025-09-09,,Cancelled,2866,1107
268,2025-07-22,2025-08-01,Delivered,1638,1348
269,2025-04-06,,Cancelled,387,853
270,2024-10-25,2024-10-28,Delivered,2234,6
271,2024-11-18,2024-11-20,Delivered,1168,522
272,2025-02-01,,Pending,1457,1196
273,2025-01-23,,Pending,1839,91
274,2025-07-05,,Cancelled,1071,177
275,2025-04-06,2025-04-11,Delivered,2582,103
276,2024-12-05,,Cancelled,2611,606
277,2024-12-28,,Pending,1959,1154
278,2024-12-24,2025-01-02,Delivered,1224,1105
279,2025-07-10,,Pending,1433,472
280,2024-12-26,2025-01-04,Delivered,602,107
281,2025-09-20,,Cancelled,1777,5
282,2025-07-26,2025-08-05,Delivered,2113,681
283,2025-05-31,2025-06-03,Delivered,1461,1226
284,2024-11-14,,Pending,573,451
285,2024-10-22,,Cancelled,2414,663
286,2025-06-24,2025-07-01,Delivered,1640,1149
287,2025-09-04,,Cancelled,2837,1157
288,2025-02-07,2025-02-09,Delivered,54,989
289,2025-04-22,2025-04-30,Delivered,1602,646
290,2024-12-05,2024-12-08,Delivered,597,1218
291,2025-01-24,2025-01-28,Delivered,2260,923
292,2025-09-01,,Cancelled,2197,167
293,2025-05-11,,Cancelled,533,954
294,2025-08-29,,Cancelled,1695,669
295,2025-07-31,,Pending,1562,1294
296,2025-03-31,2025-04-06,Delivered,159,444
297,2025-08-10,2025-08-15,Delivered,1007,199
298,2024-12-07,2024-12-15,Delivered,151,484
299,2025-07-20,,Cancelled,1541,1438
300,2025-07-09,2025-07-19,Delivered,756,1179
301,2025-06-21,,Cancelled,304,925
302,2025-05-15,2025-05-22,Delivered,2770,905
303,2025-05-16,2025-05-21,Delivered,2925,785
304,2025-08-21,,Pending,835,1070
305,2025-02-04,2025-02-13,Delivered,2400,1329
306,2025-04-26,,Cancelled,1460,1013
307,2025-01-19,,Cancelled,2683,1091
308,2024-10-15,,Pending,2618,895
309,2025-07-01,,Pending,2511,1467
310,2025-04-14,2025-04-23,Delivered,186,217
311,2025-06-25,2025-07-04,Delivered,401,577
312,2025-08-06,2025-08-08,Delivered,974,757
313,2025-04-15,,Pending,705,412
314,2025-02-01,2025-02-06,Delivered,2116,403
315,2025-08-20,2025-08-22,Delivered,993,821
316,2025-04-14,2025-04-18,Delivered,196,656
317,2025-02-02,,Pending,1612,811
318,2025-04-14,,Cancelled,2855,147
319,2025-01-19,,Cancelled,1499,849
320,2025-02-15,2025-02-24,Delivered,737,614
321,2025-02-08,,Pending,972,1121
322,2025-03-09,,Cancelled,1579,486
323,2025-04-30,2025-05-02,Delivered,125,1006
324,2025-09-27,,Pending,2615,1366
325,2025-05-17,2025-05-25,Delivered,164,1113
326,2025-03-12,2025-03-21,Delivered,1050,512
327,2025-01-07,,Cancelled,1837,462
328,2024-12-31,2025-01-05,Delivered,2304,730
329,2024-11-02,2024-11-07,Delivered,2131,166
330,2024-10-25,,Cancelled,2557,799
331,2025-02-28,,Pending,1262,966
332,2025-03-19,2025-03-23,Delivered,2631,633
333,2025-07-18,2025-07-21,Delivered,1663,179
334,2024-10-07,2024-10-11,Delivered,2995,286
335,2025-07-16,2025-07-23,Delivered,1421,733
336,2025-09-10,2025-09-14,Delivered,728,1112
337,2025-01-09,,Cancelled,824,810
338,2025-02-12,,Cancelled,2579,232
339,2024-12-25,,Pending,441,943
340,2025-09-09,2025-09-13,Delivered,2811,377
341,2025-02-14,2025-02-24,Delivered,1911,462
342,2025-02-07,2025-02-09,Delivered,759,395
343,2025-04-02,2025-04-11,Delivered,915,884
344,2025-09-05,,Cancelled,272,10
345,2025-01-30,,Pending,1503,855
346,2025-06-03,,Cancelled,2417,1487
347,2024-10-07,,Cancelled,685,490
348,2025-02-04,2025-02-10,Delivered,2697,707
349,2025-05-06,2025-05-14,Delivered,2010,714
350,2025-08-19,2025-08-27,Delivered,1475,356
351,2025-01-17,,Cancelled,2422,306
352,2024-11-03,2024-11-10,Delivered,2957,270
353,2024-10-26,2024-11-02,Delivered,992,107
354,2024-10-25,2024-10-31,Delivered,2288,746
355,2025-06-29,2025-07-01,Delivered,1708,290
356,2024-12-08,2024-12-17,Delivered,2866,995
357,2025-03-05,,Pending,2193,290
358,2025-02-25,2025-02-28,Delivered,1223,1131
359,2025-05-31,,Pending,1603,1001
360,2025-02-18,2025-02-25,Delivered,333,430
361,2025-02-13,,Pending,68,724
362,2025-08-25,,Pending,2114,1376
363,2024-11-05,2024-11-11,Delivered,2891,1496
364,2025-04-25,,Cancelled,1014,620
365,2025-08-21,2025-08-27,Delivered,2375,154
366,2025-01-07,2025-01-10,Delivered,2812,1307
367,2025-03-22,2025-03-26,Delivered,1645,848
368,2025-01-24,,Pending,2011,1264
369,2025-09-19,,Cancelled,1973,223
370,2024-11-16,2024-11-24,Delivered,1095,914
371,2024-11-28,,Cancelled,695,434
372,2024-10-19,,Cancelled,2095,687
373,2025-05-01,,Cancelled,1263,245
374,2024-11-28,2024-12-03,Delivered,1129,1178
375,2024-12-11,,Pending,846,486
376,2025-06-15,,Cancelled,2941,1435
377,2025-07-23,,Pending,1924,1486
378,2025-07-24,,Cancelled,1958,994
379,2025-02-03,2025-02-07,Delivered,919,1024
380,2024-10-08,,Cancelled,1281,383
381,2024-10-25,,Pending,2837,953
382,2025-08-19,2025-08-26,Delivered,601,168
383,2025-03-29,2025-04-04,Delivered,2855,687
384,2025-08-20,,Cancelled,2949,387
385,2025-02-05,,Cancelled,2457,160
386,2025-01-27,2025-01-30,Delivered,878,1174
387,2025-02-24,,Cancelled,757,1448
388,2025-03-05,,Pending,2100,56
389,2025-09-10,2025-09-17,Delivered,1243,26
390,2025-09-04,2025-09-10,Delivered,2655,334
391,2025-07-25,,Cancelled,2488,638
392,2025-03-27,,Pending,2377,25
393,2025-07-17,2025-07-22,Delivered,2660,158
394,2025-09-01,,Cancelled,1448,615
395,2025-06-09,2025-06-15,Delivered,604,1116
396,2025-06-25,,Cancelled,971,155
397,2025-01-01,,Pending,255,72
398,2025-04-03,2025-04-09,Delivered,2414,1153
399,2025-02-13,,Cancelled,479,519
400,2025-06-19,,Pending,1219,1315
401,2024-09-28,,Pending,2497,157
402,2025-09-07,2025-09-14,Delivered,2071,133
403,2025-08-11,,Cancelled,2157,697
404,2025-05-17,,Cancelled,1663,1494
405,2025-09-22,,Cancelled,433,1163
406,2025-09-11,,Cancelled,2439,1245
407,2024-12-26,,Pending,280,172
408,2024-10-01,,Pending,2433,906
409,2025-03-27,,Pending,764,54
410,2024-10-25,,Cancelled,2678,480
411,2025-02-21,,Cancelled,2585,173
412,2025-08-09,,Cancelled,1406,847
413,2024-10-11,,Cancelled,2648,308
414,2025-02-09,2025-02-14,Delivered,1632,242
415,2024-12-21,,Cancelled,1908,384
416,2024-11-01,,Cancelled,2532,1018
417,2025-06-11,,Pending,522,793
418,2025-05-20,2025-05-22,Delivered,2305,196
419,2025-09-22,2025-09-26,Delivered,2509,242
420,2025-01-17,,Pending,876,550
421,2024-10-04,,Cancelled,2640,261
422,2025-04-21,2025-04-27,Delivered,909,449
423,2025-09-05,,Pending,661,695
424,2024-11-08,2024-11-17,Delivered,2589,183
425,2024-12-30,2025-01-07,Delivered,2921,687
426,2024-12-02,,Cancelled,2444,1017
427,2025-06-06,,Cancelled,2878,1321
428,2025-01-28,,Pending,322,873
429,2025-07-20,2025-07-26,Delivered,2632,1243
430,2025-04-07,,Cancelled,2527,621
431,2025-08-06,,Cancelled,1797,548
432,2025-01-01,,Cancelled,16,217
433,2024-09-30,,Cancelled,838,167
434,2025-02-21,2025-02-24,Delivered,950,1143
435,2024-10-16,2024-10-19,Delivered,2683,664
436,2025-09-14,,Cancelled,1566,554
437,2025-01-02,,Cancelled,732,253
438,2024-11-24,,Cancelled,180,1285
439,2024-10-31,,Pending,2510,464
440,2025-07-13,2025-07-21,Delivered,732,342
441,2025-02-24,,Pending,2637,1341
442,2025-07-21,,Cancelled,696,436
443,2025-03-06,,Cancelled,205,710
444,2025-07-21,2025-07-29,Delivered,1901,1111
445,2024-11-13,2024-11-20,Delivered,90,561
446,2025-06-17,,Cancelled,834,439
447,2024-10-16,,Pending,1316,199
448,2025-09-28,,Cancelled,2268,281
449,2025-01-26,,Pending,2713,1024
450,2025-04-28,2025-05-08,Delivered,949,267
451,2024-10-08,2024-10-14,Delivered,2179,1131
452,2025-04-05,2025-04-10,Delivered,2968,742
453,2024-12-02,2024-12-05,Delivered,1476,267
454,2025-03-31,2025-04-04,Delivered,1888,1064
455,2025-04-13,,Cancelled,2894,213
456,2025-02-12,2025-02-18,Delivered,1034,1233
457,2025-09-03,2025-09-05,Delivered,2532,1437
458,2025-06-13,2025-06-21,Delivered,717,1193
459,2025-06-04,2025-06-09,Delivered,2700,654
460,2025-09-19,2025-09-25,Delivered,2064,79
461,2025-03-01,2025-03-06,Delivered,681,319
462,2025-03-27,,Cancelled,2550,913
463,2025-07-06,,Pending,1205,125
464,2025-01-03,2025-01-12,Delivered,1334,318
465,2025-05-27,2025-05-31,Delivered,818,563
466,2024-10-13,,Cancelled,2275,872
467,2024-11-05,2024-11-14,Delivered,1859,347
468,2025-06-18,,Cancelled,1696,1387
469,2024-11-21,,Cancelled,2348,513
470,2024-12-14,,Cancelled,1297,30
471,2025-05-07,,Cancelled,474,1095
472,2025-07-19,,Cancelled,2683,90
473,2025-08-22,2025-08-28,Delivered,297,629
474,2025-07-29,2025-07-31,Delivered,2587,1073
475,2025-02-13,,Pending,2034,328
476,2025-01-17,2025-01-27,Delivered,397,820
477,2025-08-06,,Cancelled,2734,449
478,2025-01-01,2025-01-06,Delivered,404,2
479,2024-11-13,,Cancelled,45,1217
480,2025-03-03,,Cancelled,65,521
481,2024-10-17,2024-10-26,Delivered,340,711
482,2025-08-04,,Pending,823,1277
483,2024-12-02,2024-12-11,Delivered,2005,669
484,2024-11-16,,Cancelled,88,1074
485,2025-05-13,,Pending,2813,756
486,2025-01-08,,Cancelled,1914,692
487,2025-03-01,2025-03-04,Delivered,1958,1424
488,2024-10-07,,Cancelled,1471,637
489,2025-06-25,2025-07-01,Delivered,2331,1448
490,2025-04-29,,Pending,1519,927
491,2024-11-28,,Pending,1254,1140
492,2025-05-05,,Cancelled,1189,157
493,2025-04-17,,Pending,1982,1250
494,2025-01-26,2025-02-04,Delivered,69,460
495,2024-09-28,,Pending,1987,844
496,2025-04-08,2025-04-11,Delivered,853,786
497,2024-11-05,,Cancelled,1856,1305
498,2025-07-19,,Pending,1493,1231
499,2025-05-17,2025-05-20,Delivered,430,608
500,2025-04-13,,Cancelled,2609,377
501,2025-07-15,,Cancelled,1956,250
502,2025-03-14,2025-03-24,Delivered,94,373
503,2025-05-16,,Cancelled,2420,913
504,2025-08-14,2025-08-18,Delivered,2481,497
505,2025-01-22,2025-01-27,Delivered,1659,527
506,2025-01-02,,Pending,2642,1215
507,2025-02-01,2025-02-08,Delivered,2816,1476
508,2024-11-02,2024-11-08,Delivered,2094,1183
509,2025-09-21,,Cancelled,1057,604
510,2025-04-16,2025-04-20,Delivered,916,1077
511,2025-05-03,,Pending,1487,372
512,2025-04-08,,Cancelled,1221,366
513,2025-08-15,,Pending,2313,519
514,2025-01-21,2025-01-29,Delivered,12,292
515,2025-08-08,2025-08-11,Delivered,656,502
516,2025-01-07,2025-01-14,Delivered,337,1095
517,2024-10-23,,Pending,251,185
518,2024-11-09,,Cancelled,2206,548
519,2025-05-08,2025-05-16,Delivered,2570,987
520,2024-12-29,,Cancelled,1055,936
521,2024-11-03,,Cancelled,401,1230
522,2025-01-28,,Cancelled,1379,1014
523,2025-08-12,,Cancelled,1053,886
524,2024-10-20,,Pending,2417,1055
525,2025-05-06,,Pending,1322,639
526,2025-09-04,2025-09-07,Delivered,2529,12
527,2024-11-10,2024-11-18,Delivered,2199,719
528,2025-08-30,,Cancelled,2593,323
529,2025-01-20,2025-01-22,Delivered,229,1358
530,2025-01-24,2025-02-01,Delivered,2616,947
531,2025-07-04,,Cancelled,1576,1467
532,2024-11-20,,Pending,972,310
533,2025-07-30,2025-08-02,Delivered,73,621
534,2025-06-20,2025-06-28,Delivered,1832,1329
535,2025-04-13,2025-04-16,Delivered,1351,744
536,2025-01-29,,Pending,813,881
537,2025-03-06,2025-03-12,Delivered,926,541
538,2025-08-22,2025-08-29,Delivered,2208,1214
539,2025-04-30,2025-05-04,Delivered,353,617
540,2025-09-07,2025-09-17,Delivered,2726,385
541,2024-10-27,2024-11-03,Delivered,2364,917
542,2025-04-08,,Pending,860,1044
543,2025-03-14,2025-03-22,Delivered,1278,621
544,2025-06-26,2025-07-04,Delivered,2886,1305
545,2024-11-10,,Pending,2970,1207
546,2025-05-27,2025-06-03,Delivered,227,1448
547,2025-04-20,2025-04-25,Delivered,272,1111
548,2024-10-26,,Cancelled,2266,505
549,2025-01-15,,Cancelled,1728,115
550,2025-02-20,,Cancelled,9,813
551,2025-07-14,,Pending,898,554
552,2025-01-31,,Pending,2037,240
553,2025-01-22,2025-01-31,Delivered,2444,516
554,2025-01-01,,Cancelled,2209,1439
555,2025-01-25,,Cancelled,687,1328
556,2025-01-27,2025-02-06,Delivered,27,283
557,2024-12-03,2024-12-08,Delivered,1241,1297
558,2025-05-08,,Cancelled,2116,1193
559,2025-09-26,2025-10-05,Delivered,146,557
560,2025-06-08,2025-06-12,Delivered,1400,516
561,2024-10-01,2024-10-09,Delivered,1338,281
562,2025-05-19,2025-05-25,Delivered,1092,1264
563,2025-08-22,,Pending,1902,490
564,2025-07-30,,Cancelled,1100,1172
565,2025-07-25,,Pending,1497,286
566,2025-08-17,2025-08-26,Delivered,2608,201
567,2025-03-01,,Pending,488,1038
568,2024-10-22,,Cancelled,1542,367
569,2025-02-24,,Pending,156,510
570,2025-03-05,,Cancelled,1156,320
571,2025-03-15,,Cancelled,1436,376
572,2025-07-04,2025-07-08,Delivered,769,1407
573,2024-11-22,,Pending,2972,523
574,2025-06-20,2025-06-22,Delivered,1175,1040
575,2025-03-13,2025-03-22,Delivered,440,643
576,2025-09-13,2025-09-21,Delivered,1137,1174
577,2024-11-22,2024-11-28,Delivered,168,1426
578,2024-12-25,2025-01-02,Delivered,1688,755
579,2025-09-19,2025-09-28,Delivered,2512,1430
580,2025-01-12,2025-01-14,Delivered,901,890
581,2025-09-06,2025-09-08,Delivered,1152,1292
582,2025-02-06,,Pending,2836,184
583,2025-06-17,2025-06-23,Delivered,261,321
584,2025-09-24,,Pending,1401,1401
585,2025-06-04,,Cancelled,2661,618
586,2024-10-14,,Cancelled,2904,586
587,2025-02-02,2025-02-07,Delivered,2756,148
588,2025-09-19,,Pending,1770,724
589,2024-10-22,2024-10-30,Delivered,1373,93
590,2024-12-04,,Pending,1443,702
591,2025-04-17,,Pending,662,814
592,2025-06-29,,Pending,2517,142
593,2025-04-09,,Pending,461,1016
594,2024-12-15,,Cancelled,578,1034
595,2024-11-17,,Cancelled,2915,100
596,2025-04-25,,Cancelled,1410,191
597,2025-05-27,2025-06-04,Delivered,2695,1025
598,2025-09-01,,Pending,544,401
599,2024-11-13,2024-11-15,Delivered,1878,1124
600,2025-04-22,2025-04-29,Delivered,139,192
601,2025-02-12,,Pending,2659,1026
602,2025-04-23,,Pending,2919,1282
603,2025-08-06,2025-08-13,Delivered,2521,636
604,2025-03-14,,Cancelled,826,597
605,2025-08-14,2025-08-21,Delivered,1363,722
606,2025-04-29,,Pending,1051,298
607,2025-08-02,2025-08-07,Delivered,501,760
