order_id,order_date,status,total_amount,customer_id
180,2025-08-26,Pending,709.91,520
181,2025-05-14,Delivered,3337.15,10
182,2025-01-10,Pending,1291.11,680
183,2025-01-18,Delivered,697.52,186
184,2024-12-28,Cancelled,3246.4,158
185,2024-12-15,Pending,645.12,844
186,2025-04-10,Cancelled,360.06,197
187,2024-12-03,Cancelled,4654.06,232
188,2024-11-15,Delivered,2914.7,98
189,2025-07-25,Pending,3494.53,378
190,2024-12-04,Cancelled,3190.64,4
191,2025-01-06,Delivered,2377.41,20
192,2025-03-11,Pending,2512.64,368
193,2024-11-01,Cancelled,4135.07,933
194,2025-05-31,Cancelled,2683.85,517
195,2025-04-16,Pending,1429.66,857
196,2025-06-24,Delivered,2400.34,413
197,2025-02-05,Delivered,310.53,964
198,2025-04-17,Pending,785.37,545
199,2025-06-21,Pending,3317.93,990
200,2025-08-18,Cancelled,2644.31,389
201,2025-06-24,Cancelled,2660.04,617
202,2024-10-25,Pending,1085.49,879
203,2025-02-08,Delivered,4609.99,501
204,2025-06-09,Pending,4721.76,641
205,2024-12-02,Delivered,2564.08,340
206,2025-07-22,Delivered,2753.43,309
207,2025-02-04,Cancelled,2499.6,749
208,2025-08-26,Pending,4171.51,363
209,2025-02-24,Delivered,2600.53,279
210,2025-08-12,Pending,3535.91,538
211,2025-05-22,Delivered,4136.39,308
212,2025-08-01,Pending,1384.3,803
213,2025-01-25,Delivered,4276.99,336
214,2025-04-14,Pending,2088.62,804
215,2024-12-19,Pending,3972.48,596
216,2024-12-07,Delivered,1818.9,261
217,2025-05-06,Delivered,3487.61,621
218,2025-01-03,Pending,1593.22,842
219,2024-12-02,Pending,1878.95,242
220,2025-04-13,Delivered,3184.51,623
221,2024-11-09,Cancelled,4419.77,481
222,2025-09-03,Cancelled,4253.04,41
223,2025-08-27,Pending,2709.78,742
224,2025-03-11,Delivered,4090.81,40
225,2025-01-23,Cancelled,1685.05,651
226,2025-09-10,Cancelled,2680.17,369
227,2025-01-20,Cancelled,2116.16,634
228,2025-01-19,Delivered,4144.77,949
229,2024-12-19,Delivered,2066.58,694
230,2025-09-08,Pending,2095.84,989
231,2025-02-28,Pending,1314.03,297
232,2025-07-07,Cancelled,3497.91,863
233,2025-05-02,Delivered,837.6,522
234,2024-12-19,Cancelled,1502.27,761
235,2025-07-28,Cancelled,2606.76,590
236,2025-06-24,Cancelled,2663.64,193
237,2025-03-03,Delivered,2785.91,701
238,2025-07-18,Delivered,4269.91,307
239,2024-12-08,Pending,3292.44,914
240,2025-04-24,Delivered,2123.91,126
241,2024-12-27,Delivered,1920.16,79
242,2025-03-06,Cancelled,1756.74,890
243,2024-12-01,Delivered,2215,670
244,2025-06-14,Cancelled,2536.02,140
245,2024-10-14,Pending,2200.96,234
246,2025-01-05,Cancelled,4388.23,273
247,2025-01-16,Cancelled,1030.17,561
248,2025-04-13,Delivered,1601.33,26
249,2025-06-10,Pending,4790.08,503
250,2025-01-19,Pending,1199.81,972
251,2025-02-15,Pending,1560.72,412
252,2024-11-01,Pending,466.58,400
253,2025-08-29,Pending,4422.99,821
254,2025-03-29,Pending,1380.2,126
255,2025-01-24,Cancelled,4912.92,211
256,2025-04-12,Cancelled,1359.94,745
257,2025-06-13,Pending,1531.81,596
258,2024-09-28,Pending,4914.45,970
259,2025-03-01,Pending,4230.04,736
260,2025-02-12,Pending,470.32,146
261,2025-03-11,Pending,2418.99,788
262,2025-06-13,Cancelled,2341.06,843
263,2024-10-17,Delivered,1928.08,116
264,2025-07-25,Cancelled,1931.27,859
265,2025-08-04,Delivered,4646.94,243
266,2025-02-01,Delivered,3178.98,619
267,2025-07-16,Cancelled,1038.94,370
268,2025-05-08,Pending,4822.91,807
269,2025-01-29,Pending,1787.66,399
270,2025-05-13,Cancelled,4213.91,956
271,2025-02-26,Cancelled,1435.91,826
272,2024-11-01,Pending,777.26,100
273,2025-07-30,Delivered,4991.43,355
274,2025-05-23,Pending,1108.09,296
275,2025-06-02,Cancelled,1315.77,121
276,2025-06-12,Pending,2005.92,824
277,2025-03-17,Cancelled,2243.81,366
278,2025-06-16,Delivered,3360.75,430
279,2025-03-13,Cancelled,2279.43,712
280,2025-06-09,Cancelled,1998.3,270
281,2025-06-17,Delivered,1077.69,703
282,2025-01-11,Pending,629.97,617
283,2024-12-03,Cancelled,4463.43,467
284,2025-09-28,Pending,487.23,833
285,2025-07-11,Pending,893.84,566
286,2024-11-16,Cancelled,2016.31,621
287,2025-03-14,Pending,2053.37,764
288,2024-10-17,Cancelled,1468.65,990
289,2025-02-20,Pending,1465.26,292
290,2025-01-01,Cancelled,4421.94,858
291,2024-10-22,Delivered,2750.31,264
292,2024-10-30,Delivered,4224.45,327
293,2025-04-18,Cancelled,2512.68,352
294,2025-07-15,Delivered,550.69,841
295,2025-06-19,Delivered,3665.33,939
296,2025-02-27,Pending,1274.22,536
297,2025-01-06,Cancelled,1165.28,587
298,2025-02-03,Cancelled,527.63,940
299,2025-06-23,Delivered,4586.52,93
300,2025-03-23,Pending,2235.73,97
301,2025-09-01,Cancelled,1059.29,791
302,2025-05-28,Cancelled,1440.01,129
303,2025-06-26,Cancelled,3924.55,42
304,2024-11-17,Delivered,2087.03,238
305,2024-10-19,Cancelled,1800.04,493
306,2025-09-11,Cancelled,3473.93,375
307,2025-01-11,Pending,447.13,535
308,2025-03-05,Cancelled,2469.16,470
309,2024-10-29,Pending,4928.45,14
310,2024-11-10,Delivered,4783.39,11
311,2025-07-05,Cancelled,3166.99,558
312,2025-05-02,Delivered,1756.44,844
313,2025-08-31,Pending,4120.44,640
314,2025-02-11,Pending,2725.03,499
315,2025-03-04,Cancelled,2472.54,842
316,2024-10-20,Pending,4566.52,239
317,2025-04-29,Delivered,814.15,579
318,2025-02-03,Pending,3363.49,46
319,2025-04-17,Delivered,2282.8,942
320,2025-03-20,Pending,4140.8,629
321,2025-04-07,Cancelled,4846.17,171
322,2025-07-10,Pending,2808.73,107
323,2025-04-06,Pending,2289.19,357
324,2025-01-05,Pending,4230.51,879
325,2025-08-02,Cancelled,318.33,757
326,2025-06-05,Delivered,636.06,171
327,2025-04-28,Pending,2492.7,579
328,2024-11-10,Cancelled,4878.46,417
329,2025-01-23,Delivered,1425.06,745
330,2024-12-18,Delivered,2549.79,249
331,2025-03-26,Pending,3422.55,17
332,2025-01-11,Delivered,2783.51,808
333,2024-10-20,Cancelled,1748.98,949
334,2025-03-23,Delivered,3369.78,220
335,2024-10-11,Cancelled,1066.92,903
336,2025-06-08,Delivered,1744.02,558
337,2025-09-09,Delivered,4607.34,546
338,2025-03-07,Pending,2966.81,544
339,2025-06-18,Delivered,2223.71,513
340,2025-03-26,Pending,4529.39,511
341,2024-10-01,Pending,226.32,275
342,2025-02-15,Cancelled,4149.39,788
343,2025-06-14,Pending,1154.08,501
344,2025-04-16,Delivered,818.61,445
345,2024-12-21,Delivered,439.77,652
346,2025-02-21,Pending,3319.46,135
347,2025-01-11,Pending,2845.93,535
348,2025-08-11,Delivered,2260.96,531
349,2025-04-05,Delivered,200.32,156
350,2025-02-15,Delivered,750.89,504
351,2025-02-26,Cancelled,1525.69,28
352,2025-04-18,Cancelled,4640.51,865
353,2025-01-27,Pending,1035.24,916
354,2025-02-22,Cancelled,4663.65,197
355,2025-06-28,Pending,4650.42,461
356,2025-06-20,Delivered,2962.16,617
357,2025-01-27,Pending,3846.79,164
358,2025-03-01,Cancelled,3685.4,375
359,2025-02-09,Cancelled,1385.2,249
360,2025-07-26,Delivered,772.88,431
361,2024-12-15,Pending,1786.78,746
362,2025-04-15,Pending,1367.43,205
363,2025-01-20,Delivered,2804.44,410
364,2025-06-04,Cancelled,1255.54,2
365,2025-06-27,Delivered,618.09,684
366,2025-08-02,Pending,1403.54,720
367,2025-09-23,Cancelled,3039.97,580
368,2025-09-18,Pending,1324.41,359
369,2025-01-16,Pending,2506.18,689
370,2024-12-31,Cancelled,2682.27,937
371,2024-11-08,Cancelled,1508.42,373
372,2025-04-19,Pending,2422.13,356
373,2025-01-17,Delivered,2225.79,866
374,2024-11-08,Delivered,3532.76,767
375,2024-10-17,Delivered,4364.26,777
376,2025-05-07,Cancelled,4357.01,946
377,2025-04-19,Cancelled,4282.9,177
378,2025-05-07,Delivered,1115.04,214
379,2025-05-05,Delivered,836.43,585
380,2025-09-18,Delivered,702.11,188
381,2025-06-12,Delivered,3086.31,665
382,2025-02-04,Pending,2430.31,77
383,2025-01-01,Delivered,1716,913
384,2025-01-30,Cancelled,1673.89,720
385,2024-12-07,Delivered,586.71,705
386,2025-05-10,Pending,202.34,617
387,2024-11-12,Delivered,3600.92,491
388,2025-09-04,Pending,3745.14,783
389,2025-04-18,Pending,4172.05,138
390,2024-11-26,Pending,1842.79,678
391,2024-11-09,Delivered,223.99,278
392,2025-05-03,Cancelled,911.29,645
393,2025-08-27,Pending,4286.63,781
394,2025-07-07,Delivered,2054.06,584
395,2024-10-13,Delivered,4800.14,969
396,2025-05-04,Cancelled,2016.47,375
397,2025-02-18,Cancelled,222.32,433
398,2025-09-12,Cancelled,1791,115
399,2025-01-30,Pending,4554.26,388
400,2024-11-10,Pending,3195.46,468
401,2025-03-18,Delivered,4452.3,611
402,2025-01-10,Pending,198.32,678
403,2025-02-27,Pending,3408.83,122
404,2025-03-04,Cancelled,749.22,596
405,2025-09-17,Delivered,2560.02,366
406,2025-04-17,Delivered,513.45,51
407,2025-03-13,Cancelled,3352.78,846
408,2025-07-10,Cancelled,4209.46,33
409,2024-12-18,Pending,2250.97,81
410,2025-03-20,Cancelled,2142.22,610
411,2025-05-08,Pending,4408.07,30
412,2024-12-01,Delivered,2747.99,134
413,2025-07-28,Cancelled,3165.71,337
414,2025-01-05,Pending,1338.96,485
415,2024-11-07,Delivered,4879.65,410
416,2025-01-22,Pending,521.11,583
417,2025-05-25,Cancelled,4019.05,217
418,2025-02-16,Delivered,2037.52,513
419,2025-04-15,Pending,1036.35,470
420,2024-12-04,Pending,2164.24,999
421,2025-08-09,Pending,3485.14,620
422,2025-07-26,Pending,1188.15,680
423,2025-05-13,Delivered,1369.77,292
424,2025-08-01,Pending,4891.03,839
425,2025-08-16,Pending,3567.48,685
426,2025-08-03,Delivered,1987.69,321
427,2025-09-21,Delivered,1291.98,10
428,2025-02-06,Delivered,1624.78,129
429,2025-07-21,Cancelled,4764.59,776
430,2025-08-17,Cancelled,3114.6,346
431,2025-01-17,Pending,3555.73,977
432,2025-01-24,Pending,1978.3,326
433,2025-06-20,Cancelled,528.26,864
434,2025-01-28,Cancelled,383.67,987
435,2024-11-14,Delivered,2254.96,402
436,2025-06-06,Cancelled,4337,62
437,2025-09-02,Pending,3975.66,988
438,2025-06-23,Cancelled,317.03,495
439,2025-09-13,Pending,3866.59,77
440,2025-09-06,Cancelled,997.83,62
441,2025-03-25,Pending,473.05,431
442,2024-11-18,Delivered,734.13,117
443,2024-10-08,Delivered,302.03,536
444,2025-05-09,Cancelled,4377.2,762
445,2025-04-16,Delivered,271.59,79
446,2025-08-23,Cancelled,4301.89,633
447,2025-09-04,Pending,1210.67,13
448,2025-05-17,Pending,2952.51,410
449,2024-12-26,Pending,980.75,752
450,2025-04-09,Cancelled,3924.32,473
451,2025-08-22,Pending,1057.1,390
452,2025-05-02,Delivered,4811.44,84
453,2025-08-06,Delivered,2145.81,606
454,2025-05-21,Pending,2490.19,698
455,2024-12-10,Delivered,2194.57,212
456,2025-07-15,Pending,4951.82,828
457,2024-10-29,Pending,3747.34,640
458,2025-05-16,Pending,2260.51,88
459,2025-08-23,Delivered,3184,831
460,2025-09-20,Delivered,4637.12,875
461,2025-01-24,Pending,3904.53,373
462,2025-02-24,Cancelled,622.57,465
463,2025-03-10,Pending,4057.18,791
464,2025-03-02,Delivered,3301.04,192
465,2025-03-17,Delivered,126.25,755
466,2025-06-04,Pending,1680.71,6
467,2025-01-28,Pending,1000.16,743
468,2025-03-10,Cancelled,2649.52,407
469,2024-10-14,Cancelled,823.82,271
470,2024-11-04,Cancelled,1553.44,877
471,2025-07-28,Cancelled,2648.92,15
472,2025-08-14,Cancelled,4957.49,202
473,2025-03-10,Cancelled,4288.03,571
474,2025-05-13,Cancelled,2349.19,75
475,2024-12-16,Delivered,3890.05,81
476,2025-04-20,Delivered,1671.42,676
477,2025-06-08,Pending,1151.98,541
478,2025-08-09,Pending,4306.77,73
479,2024-11-09,Delivered,2983.68,910
480,2025-05-19,Cancelled,787.23,331
481,2025-04-19,Pending,4611.37,703
482,2025-03-21,Cancelled,4959.26,835
483,2025-01-30,Delivered,294.65,4
484,2025-03-03,Delivered,4708.4,289
485,2024-10-28,Pending,4190.19,953
486,2025-01-04,Cancelled,1588.89,811
487,2025-02-09,Delivered,2973.96,673
488,2025-03-19,Pending,4600.84,674
489,2025-05-24,Cancelled,1540.77,237
490,2025-09-17,Cancelled,3886.72,304
491,2024-11-27,Delivered,1791.59,132
492,2025-06-07,Pending,4469.89,589
493,2025-08-17,Cancelled,630.62,861
494,2024-12-26,Pending,790.64,739
495,2024-10-17,Delivered,1984.9,797
496,2024-12-03,Delivered,291.36,138
497,2025-01-23,Delivered,2600.55,577
498,2025-08-07,Pending,2799.1,936
499,2025-02-08,Delivered,1297.81,282
500,2025-04-30,Pending,1080.71,43
501,2025-03-25,Delivered,1659.26,659
502,2025-09-09,Delivered,3631.21,262
503,2025-04-09,Cancelled,3530.06,503
504,2025-06-02,Delivered,2441.63,167
505,2025-05-19,Cancelled,4058.12,98
506,2025-05-14,Delivered,3973.35,102
507,2025-02-27,Cancelled,3618.35,959
508,2025-04-29,Pending,2796.27,465
509,2025-09-01,Cancelled,4293.31,37
510,2025-03-17,Delivered,2907.94,66
511,2025-08-19,Delivered,569.24,137
512,2025-07-17,Pending,4863.82,792
513,2025-07-27,Pending,256.6,892
514,2025-04-05,Cancelled,2696.08,412
515,2025-03-09,Cancelled,1434.85,312
516,2025-07-01,Pending,2419.18,693
517,2024-12-08,Cancelled,3333.55,595
518,2025-07-22,Pending,2621.2,767
519,2025-05-24,Pending,1545.13,970
520,2024-11-10,Delivered,4183.16,132
521,2024-10-24,Cancelled,3697.27,886
522,2025-01-01,Pending,3236.66,480
523,2024-10-02,Delivered,1085.48,110
524,2025-07-31,Cancelled,1098.16,749
525,2025-09-01,Pending,4462.31,315
526,2025-03-24,Pending,3447.11,194
527,2025-08-05,Delivered,366.95,363
528,2024-10-09,Delivered,4374.72,474
529,2025-02-21,Pending,4936.37,98
530,2025-08-02,Delivered,4180.12,278
531,2025-08-01,Delivered,4073.54,22
532,2025-07-15,Pending,370.83,978
533,2025-05-04,Pending,785.61,403
534,2024-11-05,Delivered,4183.4,614
535,2025-06-19,Pending,3880.19,57
536,2025-04-10,Pending,2192.57,571
537,2025-03-06,Delivered,4064.96,771
538,2025-04-14,Cancelled,1996.6,772
539,2024-11-06,Cancelled,1628.4,545
540,2025-03-17,Pending,2794.13,124
541,2025-03-05,Cancelled,3674.81,26
542,2024-12-23,Pending,4659.86,562
543,2025-05-30,Cancelled,1735.27,886
544,2025-01-06,Delivered,3106.69,3
545,2025-06-15,Cancelled,2358.24,758
546,2025-06-02,Pending,841.14,852
547,2025-05-31,Pending,1515.8,680
548,2025-01-13,Delivered,4786.98,674
549,2024-11-25,Pending,3454.13,32
550,2025-03-13,Pending,4827.5,572
551,2025-06-25,Cancelled,2712.12,997
552,2025-06-23,Delivered,3964.25,403
553,2025-01-26,Cancelled,4087.29,662
554,2025-08-10,Cancelled,2461.73,638
555,2025-06-24,Cancelled,245.84,814
556,2025-01-09,Delivered,2482.45,684
557,2024-12-17,Delivered,1835.46,194
558,2025-01-28,Delivered,4911.89,871
559,2025-03-02,Pending,2537.22,52
560,2025-01-20,Cancelled,3565.32,652
561,2025-02-03,Pending,4537.92,813
562,2025-05-30,Delivered,3931.25,238
563,2025-04-16,Pending,898.09,710
564,2024-11-23,Pending,3743.67,775
565,2025-02-15,Delivered,2685.58,323
566,2025-03-04,Pending,2125.71,899
567,2025-08-14,Pending,2427.69,949
568,2025-02-16,Delivered,149.89,166
569,2025-03-24,Pending,1470.93,499
570,2024-09-29,Pending,3842.74,661
571,2024-12-14,Delivered,2540.98,516
572,2025-01-07,Pending,1063.23,256
573,2025-01-14,Pending,3392.95,579
574,2025-06-05,Cancelled,1329.44,528
575,2025-09-27,Pending,749.82,180
576,2025-08-20,Cancelled,3530.81,951
577,2024-11-04,Pending,1950.02,758
578,2025-07-30,Pending,459.87,528
579,2025-05-04,Cancelled,2119.35,534
580,2024-11-27,Delivered,3457.39,147
581,2024-10-23,Pending,2942.93,32
582,2025-01-12,Cancelled,3921.42,994
583,2025-02-28,Pending,1559.55,971
584,2025-02-01,Delivered,732.81,930
585,2025-02-23,Pending,4499.1,411
586,2025-06-16,Cancelled,3923.56,812
587,2025-04-07,Delivered,4465.33,419
588,2024-10-31,Pending,690.27,784
589,2025-03-18,Pending,3397.85,99
590,2024-11-12,Pending,1147.65,907
591,2025-05-04,Cancelled,2038.8,367
592,2024-10-11,Pending,3661.61,350
593,2024-12-24,Cancelled,915.72,475
594,2024-11-20,Delivered,3371.98,567
595,2024-11-14,Cancelled,2114.87,314
596,2025-04-14,Cancelled,2242.23,265
597,2024-10-27,Delivered,3529.23,879
598,2025-05-08,Cancelled,4990.26,398
599,2024-12-21,Delivered,3179.04,772
600,2025-01-05,Cancelled,2582.7,24
601,2024-10-12,Cancelled,3276.85,153
602,2024-12-14,Delivered,2881.48,344
603,2025-01-14,Pending,2173.11,971
604,2025-09-08,Delivered,139.38,976
605,2025-04-01,Pending,4589.01,956
606,2025-04-03,Delivered,1283.16,620
607,2025-05-18,Delivered,4799.6,421
608,2025-04-05,Cancelled,1264.47,34
609,2025-09-15,Pending,2251.78,410
610,2025-08-02,Pending,1072,304
611,2024-11-14,Delivered,1015.02,467
612,2025-01-20,Cancelled,1841.45,649
613,2025-04-21,Delivered,680.04,817
614,2025-09-09,Delivered,2589.31,505
615,2024-10-28,Delivered,4213.47,586
616,2024-11-20,Delivered,3657.37,593
617,2025-06-15,Delivered,284.33,646
618,2024-12-19,Cancelled,2454.26,756
619,2024-11-06,Pending,4632.72,288
620,2025-05-30,Delivered,3403.2,242
621,2025-09-18,Cancelled,944.43,391
622,2025-03-14,Pending,2724.39,560
623,2025-06-24,Cancelled,2083.06,475
624,2025-08-29,Cancelled,3147.01,308
625,2024-11-01,Pending,3874.25,736
626,2025-08-07,Cancelled,715.21,147
627,2025-03-08,Cancelled,3803.14,455
628,2025-06-29,Pending,148.33,622
629,2025-05-21,Delivered,3669.17,765
630,2025-03-08,Pending,4492.9,658
631,2025-01-25,Cancelled,3561.75,218
632,2025-03-16,Cancelled,1746.2,800
633,2025-02-08,Delivered,3255.76,65
634,2025-03-23,Pending,3582.29,905
635,2024-10-08,Pending,2126.03,363
636,2024-11-05,Cancelled,2785.45,770
637,2025-03-07,Cancelled,1816.25,773
638,2025-04-14,Delivered,1652.57,718
639,2025-04-23,Cancelled,4634.74,595
640,2025-06-23,Cancelled,2098.62,488
641,2025-07-26,Pending,570.08,46
642,2025-06-15,Pending,4570.63,640
643,2025-03-27,Delivered,959.29,618
644,2025-05-17,Pending,473.59,833
645,2025-01-27,Pending,3003.13,358
646,2024-12-28,Pending,4694.32,343
647,2025-04-29,Cancelled,1558.78,531
648,2025-07-08,Delivered,1275.18,772
649,2025-01-29,Pending,2570.62,728
650,2024-11-08,Cancelled,3856.47,537
651,2024-11-13,Pending,4867.61,647
652,2025-09-17,Cancelled,2907.19,709
653,2025-06-13,Delivered,2481.18,464
654,2025-03-05,Delivered,4404.89,255
655,2025-09-22,Pending,804.53,648
656,2025-03-27,Cancelled,4358.76,93
657,2025-09-23,Pending,3155.89,697
658,2025-04-27,Delivered,275.7,126
659,2025-08-27,Pending,760.11,78
660,2024-10-26,Delivered,4344.22,892
661,2025-04-25,Delivered,383.77,43
662,2025-07-09,Cancelled,231.23,970
663,2025-06-24,Cancelled,3468.21,797
664,2025-03-13,Pending,520.78,473
665,2025-01-16,Delivered,2476.67,420
666,2024-12-08,Pending,2483.47,301
667,2025-06-04,Pending,2955.08,383
668,2025-04-21,Delivered,3331.42,318
669,2025-09-18,Cancelled,1299.34,60
670,2025-09-06,Delivered,2778.04,760
671,2024-10-12,Cancelled,1865.91,92
672,2025-05-04,Pending,303.43,517
