product_id,order_id,unit_price,quantity
1197,48,1308.2,1
1401,49,929.74,5
951,49,2819.65,1
926,50,2639.45,5
1958,51,1159.12,1
1829,51,2564.43,3
657,52,2188.78,4
865,52,1989.95,3
779,52,2462.29,5
1877,53,2052.08,4
485,53,1729.84,1
892,53,1935.7,2
212,53,1743.71,3
1255,54,2289.98,4
899,54,1866.69,4
1768,54,1528.74,3
413,55,1061.85,4
753,56,2641.82,2
957,56,1858.2,3
798,56,1989.15,3
1242,56,1954.12,5
129,57,1695.77,3
1490,58,2916.69,5
918,58,1232.19,3
1320,58,1014.15,2
1525,59,2280.94,3
1290,59,535.38,3
477,59,1154.74,1
272,59,2060.21,2
1989,60,285.1,5
1580,60,1857.71,1
1569,60,105.65,5
1220,61,423.36,1
588,61,2904.78,1
1930,61,1742,2
1867,61,500.97,5
1672,62,572.04,5
1084,62,505.82,1
417,62,2724.64,4
1237,62,2319.2,2
1829,63,945.63,1
1507,63,1499.53,5
620,63,2582.92,1
625,64,2944.63,2
941,64,72.47,1
824,65,1054.71,5
1600,65,2707.02,2
234,65,1360.11,3
144,65,1470.09,1
1656,66,2061.3,5
1692,66,2449.87,3
1101,66,372.3,5
1728,67,2685.31,2
1366,68,1149.85,3
1545,68,279.16,2
642,69,2481.59,1
1132,69,1816.02,4
1035,69,144.1,2
1917,70,1684.32,5
1293,71,1284.68,3
1197,72,2339.3,4
1083,73,805.29,2
468,73,1394.83,4
1271,73,2241.41,5
1020,73,2623.96,1
1129,74,2622.39,3
1197,74,625.67,1
472,74,1418.48,4
1637,75,1782.18,4
1597,75,2153.88,4
884,75,336.66,4
1536,76,1737.39,3
1155,76,1093.67,2
1468,76,574.34,3
1270,77,2685.88,1
467,77,1098.97,2
1627,78,690.33,2
670,79,1963.15,2
1714,79,2116.94,4
1091,80,2918.46,1
997,80,403.18,5
1804,80,1262.25,4
1350,81,2592.52,4
1001,81,2762.51,4
132,82,1363.72,1
527,82,2950.63,4
1789,82,538,5
1815,83,2342.07,2
1115,84,2296.65,4
479,84,1415.2,1
1753,85,2025.78,3
490,85,1093.89,3
705,85,1662.89,1
1652,85,830.64,5
946,86,1082.73,5
1237,86,1958.15,4
101,87,2184.39,5
313,87,1783.67,4
572,87,653.42,5
307,88,2290.02,5
366,88,473.2,4
356,89,895.68,2
1159,90,1697.03,4
1028,90,637.14,3
1435,90,2219.46,4
1840,91,2653.58,3
816,91,939.36,1
1257,92,2990.06,5
841,92,2281.72,3
589,92,767.45,2
1707,92,1703.96,3
1967,93,583.3,1
426,93,688.88,5
1127,93,477.26,3
1940,94,930.66,5
1763,94,763.02,1
515,94,1101.22,1
718,94,855,4
1062,95,681.38,4
1108,95,510.73,5
1308,96,2054.64,5
421,96,417.81,4
200,96,2544.7,4
1228,96,2013.49,5
1851,97,2091.77,1
1449,98,553.85,5
1386,98,1226.61,4
1246,98,1249.41,2
834,99,682.88,5
1555,99,1796.59,1
925,100,1671.98,4
1258,101,2521.49,3
635,101,2622.39,4
1871,101,486.45,2
139,101,85.02,2
1246,102,2320.34,1
1307,102,2536.99,4
1869,102,1849.6,1
1963,103,210.72,3
350,103,2108.03,1
514,103,163,3
1842,103,2097.71,5
1473,104,2099.79,1
10,104,1344.11,5
232,104,2881.24,4
259,104,2167.22,1
56,105,727,4
624,106,613.33,3
1454,107,742.84,1
1514,107,1222.61,2
782,108,1788.26,4
1692,108,934.86,1
47,108,1745.34,5
1823,109,1695.64,4
1222,110,1058.31,4
1003,110,1983.54,3
911,110,728.86,1
374,110,549.38,1
676,111,1420.37,1
305,112,961.01,1
436,112,2661.11,3
854,113,205.71,5
1445,113,474.78,4
1237,113,1018.92,1
836,114,2030.39,5
1225,114,2749.7,1
209,115,2600.09,4
518,115,2679.85,4
1600,115,2545.53,5
208,115,2572.2,3
445,116,2009.26,1
24,116,1951.72,3
353,116,1037.73,5
1525,117,2200.11,1
1383,117,2626.63,2
611,117,2493.19,2
1555,118,2022.29,1
1760,118,1595.51,1
435,118,593.48,5
63,119,2565.74,2
785,120,2650.57,1
447,121,862.39,3
822,121,2361.56,2
1423,121,2940.18,5
372,122,1854.49,4
1222,122,1614.41,1
830,122,1869.5,1
1621,123,2825.37,2
1749,123,752.17,3
1015,123,500.05,4
1927,123,2327.94,4
10,124,1584.57,5
574,124,1255.3,4
853,124,977.03,4
1042,125,463.34,4
9,125,1787.08,4
547,126,2434.01,4
251,126,1788.82,3
1974,127,2680.86,4
1785,127,2412.29,5
304,127,2457.38,2
416,128,2051.55,4
172,128,686.21,3
504,129,1280.44,1
559,129,698.3,4
1374,130,2256.15,1
550,131,988.74,2
9,131,1131.8,5
276,131,700.22,2
791,131,505.98,4
545,132,1942.62,3
1648,132,1327.88,4
418,132,2146.39,1
176,132,597.86,4
1355,133,661.5,1
1079,133,162.44,5
1858,133,1916.87,3
1791,133,1084.38,2
930,134,2868.78,3
1373,134,1343.75,3
519,134,2142.84,2
979,135,2340.25,1
1998,136,781.09,5
1044,137,1871.16,5
964,138,1872.6,1
581,138,2005.98,5
1854,138,1944.66,2
6,138,2693.9,1
189,139,1111.71,4
263,139,1080.22,2
1948,140,1839.85,4
88,141,2846.56,1
944,141,1700.04,2
1591,142,400.33,4
1023,142,707.48,5
1123,142,1311.11,3
762,142,1336.04,2
850,143,571.54,2
1237,143,1070.08,4
173,143,443.02,5
1782,144,461.37,1
644,144,2522.67,2
57,144,2416.25,3
1263,145,1158.85,3
1559,145,665.78,3
1557,145,1701.61,2
30,145,2285.06,4
1382,146,904.59,5
434,146,1172.38,5
1879,146,2699.82,1
1264,147,1789.34,5
1613,147,2112.79,5
324,147,1980.81,2
1333,148,2512.11,5
66,148,1145.76,4
1167,149,2706.23,2
717,150,813.19,2
37,150,674.34,1
31,150,2323.14,2
1642,151,1447.76,4
1658,151,1158.59,2
1449,152,900.81,2
1450,152,1987.72,1
1352,152,2785.25,1
467,153,1786.51,4
316,154,1758.59,2
1788,154,2547.35,5
913,154,2002.2,5
1646,154,485.11,2
1438,155,318.45,1
306,156,549.75,1
586,156,2922.92,1
1117,156,2784.98,4
152,157,2752.33,2
1477,157,430.27,5
206,157,1354.09,1
492,157,1748.51,2
1851,158,2751.81,2
1884,158,2777.12,3
778,158,1000.74,2
733,159,1477.2,3
1718,160,362.23,3
1403,161,2846.02,5
1222,161,2850.1,1
238,162,2471.86,5
83,162,962.94,1
1796,163,1883.73,2
245,164,1084,4
1926,164,1302.88,1
1647,164,2740.79,1
103,164,1956.43,2
1018,165,2526.98,2
1033,165,2687.05,3
1834,165,2865.95,1
72,165,987.54,3
1564,166,836.43,4
1719,166,2560.05,3
49,166,1477.77,4
1923,167,1783.7,2
134,168,2635.83,1
1211,169,1304.94,2
1886,169,1550.39,5
688,169,1037.7,1
907,170,2232.18,3
1128,170,1349.53,3
1743,170,244.92,5
1658,170,1773.89,3
1600,171,1013.54,4
244,172,2908.03,5
621,172,2734.32,1
417,172,2873.74,3
594,173,2967.11,5
134,174,1761.79,1
1666,174,1397.57,5
237,174,1619.73,5
1761,175,506.77,5
710,176,2540.6,1
766,177,2533.07,5
207,177,578.81,3
871,178,104.19,5
501,179,1769.2,1
355,179,2847.45,1
1959,179,2799.64,3
708,180,237.45,2
448,180,2556.92,3
654,180,1808.58,1
423,181,2281.42,5
316,181,2892.72,5
603,181,2195.99,3
1111,182,1396.45,2
635,182,970.74,3
1164,182,100.42,4
1178,183,2555.11,1
1036,183,2811.9,5
1660,183,962.36,2
672,183,2570.08,2
1883,184,1579.35,4
789,185,1279.27,1
1231,185,2606.05,3
200,186,1019.69,1
1626,186,295.85,3
712,186,1474.99,5
1131,186,2433.52,5
336,187,1529.83,3
1242,188,2109.71,1
1525,188,711.03,5
310,188,2143.36,3
1846,188,1548.24,4
506,189,2293.81,2
1635,189,2220.92,1
1378,189,2695.67,4
1583,189,1755.2,5
1949,190,1953.01,5
1059,190,2293.53,4
885,190,1720.23,1
613,191,2717.71,5
614,191,2753.17,4
538,191,1652.69,5
214,192,1029.18,3
1701,192,2944.41,3
1703,192,1325.97,1
987,193,846.5,5
424,193,1884.4,2
1151,194,1523.04,4
815,194,1296.46,4
1088,194,2066.35,1
844,194,2871.27,2
1461,195,2949.72,4
746,195,2250.83,4
916,196,547.82,4
1872,196,503.11,2
1184,196,369.93,4
1202,197,846.51,4
868,198,2167.24,3
509,199,1065.94,3
78,199,1820.37,1
1149,199,1826.3,2
1510,200,1730.32,4
1370,200,456.98,2
1877,200,2459.09,1
1949,201,776.66,4
800,201,2036.87,3
1606,202,1134.46,1
124,202,1660.28,2
1585,202,366.24,5
101,202,76.17,3
834,203,1391.54,2
1920,204,2899.12,5
1675,204,1996.12,2
167,204,1149.44,3
872,205,425.87,5
1324,206,1230.89,5
160,206,2931.13,5
1500,206,1302.15,5
1871,207,1269.19,1
1951,208,1469.33,1
1391,208,484.65,2
97,208,2526.59,1
1856,208,2412.61,2
1518,209,457.07,1
714,209,1799.09,2
723,210,1232.43,2
1779,210,74.83,3
62,211,2549.84,5
900,212,991.38,3
81,212,2144.56,3
606,212,464.37,4
1741,212,2526.35,2
285,213,2287.91,4
1757,213,1949.54,1
1263,214,1751.12,5
453,214,323.15,1
826,215,1704.85,5
1638,216,2944.74,2
1904,217,2009.49,4
791,217,618.57,4
1089,218,1013.44,3
1246,219,1650.12,2
1754,219,2178,3
1746,219,2602.34,1
356,220,938.49,3
1643,221,2587.51,4
155,222,2851.26,3
480,223,2950.37,4
77,223,2054.35,5
1751,223,1837.43,1
1822,224,1425.76,1
1249,224,2948.63,3
936,224,335.34,2
1428,224,2749.49,1
1706,225,1081.59,2
819,225,1273.62,5
866,225,2977,1
685,225,832.33,3
320,226,1732.94,2
408,226,880.77,3
775,226,2412.29,1
1137,227,2434.57,4
586,227,2584.78,5
29,227,85.51,4
456,227,1158.79,1
1640,228,733.84,5
799,228,2927.36,4
289,228,1537.05,3
552,228,1000.33,2
953,229,1130.98,3
143,229,405.67,5
142,230,569.31,1
1080,230,852.09,1
1308,231,299.89,1
1929,231,2633.8,1
1959,231,918.15,3
1900,232,1668.43,4
610,233,164.12,3
321,233,1877.48,2
1255,233,202.19,3
1196,233,1915.29,4
1005,234,1563.96,3
1830,234,1353.6,4
1167,234,1412.82,4
588,235,1979.39,2
799,235,1503.3,5
1146,235,365.3,1
6,236,2608.22,1
1963,236,1240.94,4
85,236,1945.6,5
286,237,2270.85,2
1945,237,2947.37,1
295,238,1363.32,5
1178,238,1715.91,3
1648,239,184.85,1
1543,240,2654.84,1
487,240,2109.78,3
1886,241,1990.36,5
1427,241,2330.06,5
631,241,1180.66,1
464,242,2599.07,2
666,242,1185.01,2
376,242,2473.78,4
1732,243,415.52,2
1874,243,1843.02,3
1952,243,2089.22,1
1778,243,452.49,3
373,244,2034.46,2
673,244,1222.25,2
468,244,1149.01,1
1125,244,2756.05,3
1704,245,1275.36,4
602,246,2616.86,2
1071,246,1098.37,2
1553,247,2199.43,4
178,248,1211.37,1
1641,248,1822.38,1
794,248,1095.85,4
505,249,265.1,1
1376,249,1913.46,5
832,249,1839.42,1
504,250,2870.31,5
972,251,2386.76,1
1314,251,1434.87,4
1711,252,1669.48,2
345,252,2806.81,5
90,252,2737.81,5
745,252,1423.51,1
89,253,2217.17,1
569,253,1088.21,5
135,254,1910.74,3
629,254,2163.86,1
277,255,2863.03,3
890,255,1288.61,1
826,255,2240.36,4
392,255,811.63,1
342,256,2170.27,2
1372,256,1352.98,5
1815,256,2155,2
272,257,2608.19,4
998,258,2659.64,2
206,258,1837.44,4
689,258,2015.29,5
1209,258,658.96,5
1255,259,158.32,5
1081,259,1420.94,2
55,259,2473.44,2
1642,259,1769.55,2
171,260,503.06,3
1629,260,1048.22,5
585,260,417.58,2
1287,260,1567.95,4
86,261,142.97,1
315,261,2586.23,2
965,261,2115.45,4
1352,261,1817.03,2
1908,262,2732.42,4
486,263,1039.46,2
1092,263,2372.34,2
856,263,489.57,3
165,264,2477.53,3
1200,264,2183.33,3
220,264,1777.94,3
1559,265,2426.46,3
519,265,2669.33,4
1895,265,367.56,2
236,265,498.86,1
202,266,199.82,4
443,267,1827.26,5
858,267,2350.98,5
202,267,1686.02,3
1334,268,924.78,5
967,268,754.91,3
150,268,2095.38,4
984,269,1392.23,1
97,270,967.6,1
34,270,1258.32,5
535,271,1657.12,2
65,271,2231.32,4
829,272,721.76,2
79,273,2932.04,3
1881,273,2301.58,1
246,273,1549.77,5
368,274,718.51,5
577,274,204.79,4
276,275,50.76,1
1272,275,1144.82,4
222,276,1688.21,3
806,277,1815.71,5
1245,277,2787.01,5
1952,277,2805.31,4
41,277,1413.39,2
876,278,2079.18,4
1575,278,2559.12,4
1064,278,1627.18,1
120,278,415.79,5
1176,279,2722.56,2
860,279,1398.01,1
1491,279,2571.27,4
132,279,2355.58,1
365,280,1614.13,5
744,281,1816.6,2
1797,281,2497.88,4
1222,281,2549.17,4
973,281,2940.87,3
820,282,1125.2,4
1100,282,1580.41,5
1032,282,841.64,1
1898,283,216.17,5
344,283,1376.91,3
706,283,81.06,5
559,284,2786.09,1
888,284,1784.33,2
734,284,2329.04,4
514,284,241.76,2
634,285,1262.76,1
494,285,2852.41,3
506,286,1795.23,3
165,287,762.27,4
919,288,2552.73,2
1939,288,1130.46,3
1033,288,2585.4,5
929,289,1464.31,4
646,289,645.63,5
1291,289,2479.23,4
1509,290,2049.41,2
1145,291,759.15,4
1245,291,1708.87,5
878,291,768.76,1
274,291,436.48,2
247,292,2777.32,1
197,292,1895.4,3
1284,293,1115.94,1
1393,294,1424.39,4
1187,295,2294.97,2
1531,295,2369.71,2
1540,296,2011.96,5
464,296,111.41,3
173,296,1067.35,5
668,297,1993.93,3
136,297,1389.26,5
1876,298,1157.04,5
441,298,2068.62,3
1442,298,162.85,3
995,298,1094.93,1
1625,299,2381.53,1
756,299,2513.63,5
374,300,1458.31,4
265,300,2937.17,2
238,300,2215.51,2
884,301,391.89,3
220,302,2959.73,2
1839,303,1765.94,1
1128,303,1872.92,5
1348,304,558.02,5
1948,305,1454.73,5
441,305,2249.01,1
336,306,1389.26,3
40,307,2319.34,3
1143,307,1635.49,3
449,307,720.17,2
1830,308,657.39,3
1739,309,1820.68,5
1322,309,2913.85,3
638,309,1398.05,4
1463,309,2760.19,2
408,310,1149.3,2
904,310,523.38,4
1927,310,1385.58,3
1006,310,865.47,1
1673,311,1447.43,2
1058,311,2653.33,3
679,311,1618.64,1
495,312,2968.43,4
307,313,202.89,2
1861,314,2663.9,4
469,314,2202.43,4
1463,314,1890.14,2
1056,314,1318.03,1
591,315,2118.27,4
605,315,743.08,2
1680,315,2539.58,1
1624,316,1836.88,4
542,317,2885.46,2
1032,317,2685.51,1
1033,318,374.48,1
208,318,1810.84,4
475,319,817.9,5
605,319,536.38,3
242,320,2288.12,2
1065,320,1266.12,3
1550,321,1666.89,4
1762,321,2178.07,2
1156,322,1648.1,5
302,322,136.02,1
1656,322,347.63,2
1804,323,1820.64,1
946,323,801.19,2
1609,324,2084.88,5
1485,324,1562.07,1
1622,324,876.33,3
390,324,1038.28,2
1460,325,473.46,4
1416,325,1681.7,2
1658,326,935.49,1
473,327,581.7,3
1140,327,2187.04,1
1768,328,1091.88,1
1085,328,943.95,1
1772,328,2362.4,3
1709,328,2524.46,1
880,329,1331.56,5
1184,330,2865.65,4
1431,331,842.35,1
1101,331,770.72,1
1118,331,1340.4,3
1950,332,1522.12,1
742,332,2818.05,1
1542,332,2156.37,5
1745,333,227.49,3
547,333,164.57,5
1749,333,2402.21,5
38,333,1847.48,2
1894,334,2732.64,2
1526,334,873.99,2
339,334,2138.85,5
1690,334,2419.46,3
824,335,1049.12,4
706,336,1309.18,1
1317,336,2142.46,4
114,336,1769.34,5
1005,336,522.19,5
1183,337,1308.8,3
852,338,2859.1,4
1909,338,1040.66,5
1016,338,409.14,4
890,338,2566.99,5
425,339,753.53,4
1139,339,272.92,3
983,340,2679.41,5
1711,340,1341.66,3
1397,340,478.86,2
1288,341,1144.11,3
293,341,2280.22,1
309,341,662.76,1
82,342,2022.24,4
925,342,930.64,2
497,343,669.75,3
1069,343,1747.57,3
170,344,775.02,1
1417,344,855,4
1826,344,1680.65,5
1675,344,880.3,4
1348,345,1586.18,4
13,345,1547.49,1
433,345,2026.01,1
317,345,1999.78,3
118,346,386.07,5
612,346,1521.17,3
746,346,1067.49,3
1593,347,2216.56,1
502,347,875.34,1
1763,347,2409.49,5
1501,347,2415.57,5
1753,348,2373.86,5
432,349,581.73,5
462,350,1756.26,1
226,350,1126.57,3
1839,350,1652.78,5
1692,350,466.37,5
1195,351,73.56,2
428,352,782.37,4
961,352,2450.51,5
1550,352,1604.7,3
1347,353,2750.8,1
183,354,2342.55,4
1824,354,735.79,1
754,355,830.91,2
1167,356,845.94,2
1953,356,2530.81,1
364,357,1739,5
1057,357,1820.55,4
257,357,54.45,4
353,357,1415.91,3
556,358,549.13,5
115,358,2929.84,5
319,359,1668.26,2
1839,359,2453.34,5
1271,359,2499.41,3
802,360,880.87,3
560,361,122.86,3
1690,361,1467.38,5
967,362,1284.69,4
1027,363,1472.26,2
1837,363,1184.71,3
1909,363,1301.98,1
1974,363,1824.67,4
1384,364,2426.06,4
709,364,2214.35,3
487,364,2413.17,4
304,365,719.41,5
439,366,1147.38,5
607,366,2148.7,2
347,367,2872.61,1
1354,367,491.87,2
147,368,1470.5,2
1939,368,2454.37,3
187,368,1669.03,1
833,368,2598.18,2
1630,369,1309.16,2
701,369,2149.35,4
1947,369,212,4
1374,370,2012.41,4
1317,370,2053.83,3
1829,371,276.31,4
985,371,1423.85,3
1185,371,456.81,3
484,372,1511.29,2
97,372,566.64,5
1301,372,401.17,5
557,372,1759.58,1
436,373,898.27,5
317,373,2901.34,3
400,373,2814.94,4
389,374,565.33,5
1476,374,951.09,3
586,374,1668.27,5
168,374,180.67,3
696,375,2169.4,4
1088,375,242.07,2
51,376,2355.2,4
93,377,169.29,3
5,378,324.47,3
911,378,1585,4
465,378,2701.64,2
1482,378,1388.25,3
1357,379,2606.56,5
1033,379,320.06,2
322,379,2421.56,1
1150,379,1727.92,1
43,380,2916.1,3
1115,381,491.17,4
1806,381,484.23,2
84,381,2027.13,4
1370,382,2081.47,2
245,382,522.26,2
1844,382,1214.99,4
250,383,888.31,4
540,383,932.54,1
1478,383,968.58,3
137,383,2346.48,5
1142,384,1314.2,5
46,385,2061.18,4
1896,385,1094.81,2
778,385,537.19,4
452,386,2174.82,3
1742,387,1808.69,2
1593,387,2447.34,5
473,387,508.94,2
1954,388,1281.68,2
910,389,2810.68,2
329,389,2913.78,4
1027,389,2905.11,5
1847,389,145.94,2
1648,390,1422.09,3
1826,390,487.92,3
1281,390,1915.1,3
1645,391,494.96,2
894,391,1275.17,3
813,391,1669.3,2
1343,391,161.52,4
1213,392,1558.28,1
1073,392,449.29,5
647,393,1680.04,1
1325,393,2765.68,2
1758,394,615.32,5
1519,395,741.08,4
823,396,2334.95,5
1251,396,1601.18,1
894,396,2069.13,4
266,397,1964.59,2
491,397,2380.87,3
781,397,2274.62,3
1773,398,1908.12,4
1064,398,1288.46,3
1742,399,580.52,3
97,399,2156.11,4
512,400,820.76,5
1273,401,2328.26,5
876,401,658.82,1
831,401,1820.36,3
600,401,1603.83,3
632,402,1944.24,1
407,403,289.59,2
1319,404,356.23,2
773,405,2815.19,1
491,405,358.35,5
1887,405,1860.06,4
1636,405,2030.05,2
167,406,1188.75,3
541,406,1339.46,1
1639,406,193.82,3
7,407,651.65,2
1543,407,1904.33,1
1742,408,2468.81,1
630,409,717.5,3
728,409,139.21,4
213,409,2047.74,3
1887,409,64.87,5
770,410,358.89,1
1125,410,2619.75,4
1783,410,2896.64,1
1791,410,2792.06,5
1931,411,92.79,5
956,411,1297.53,2
928,412,203.46,4
421,413,1800.9,2
1340,413,2503.14,2
1410,413,937.39,5
367,414,2511.5,5
947,414,2286.35,5
615,414,1639.52,2
1432,415,284.79,1
639,416,2973.92,2
256,416,2995.97,3
1317,416,1636.83,3
1120,417,1969.81,3
1734,418,2079.79,5
1520,418,1514.18,2
1090,419,2662.19,3
870,419,2397.02,2
1517,419,2283.37,5
240,420,1362.88,1
175,420,2750.54,4
1429,420,2958.25,5
1280,421,388.5,1
379,422,2276.19,4
1966,423,2422.6,2
1831,424,2845.36,1
1848,424,1345.93,1
492,424,1105.33,2
339,424,521.11,3
399,425,1829.22,4
1722,425,2298.22,2
546,425,1402.3,4
716,426,1040.39,5
340,426,1546.67,5
1419,427,2501.32,4
32,427,1324.12,4
353,427,134.54,5
445,428,817.37,5
765,429,2658.33,3
1086,429,1056.86,5
686,430,2654.1,5
468,430,2459.54,4
1267,430,528.83,5
723,430,1388.8,2
1339,431,948.06,2
1708,431,1662.64,2
699,431,1287.15,5
676,432,1261.93,2
1595,432,2428.77,3
874,433,2523.13,5
753,434,746.68,4
1119,435,2197.47,5
1385,435,2283.78,2
24,435,2761.49,2
629,436,621.43,4
408,436,757.49,1
699,437,116.98,1
1181,437,2277.26,2
373,437,2823.17,5
1858,438,2339.28,5
787,438,87.99,1
76,438,956.88,4
1258,438,1343.01,1
277,439,535.05,1
485,439,1791.65,5
1348,439,715.88,2
807,439,2033.9,3
369,440,558.09,4
862,440,1436.15,3
964,440,1913.74,2
1143,441,1486.56,5
471,442,1963.54,3
69,443,2925.58,1
1206,443,2427.42,3
564,444,1647.88,2
131,444,2480.14,3
973,444,2724.96,2
1537,444,1993.03,1
600,445,2863.96,1
934,445,2044.03,2
394,445,1807.44,5
689,445,1526.26,4
647,446,612.27,3
1808,447,2505.69,3
982,448,689.77,5
107,449,2380.98,1
1827,449,2578.85,2
1824,449,2099.37,5
773,449,1698.86,4
349,450,2732.37,2
1236,450,439.17,1
1609,450,191.96,4
907,451,1552.21,3
1425,451,2296.16,5
363,452,2752.17,2
1777,453,2900.66,4
1137,453,2422.16,4
914,453,1428.9,3
43,454,1966.52,2
1875,454,1673.33,2
1673,455,1274.2,1
1565,455,2762.69,1
720,456,1301.11,3
1720,456,664.53,2
1290,457,628.81,2
1609,458,489.98,4
1240,458,1592.98,2
1054,459,1850.72,3
1344,459,2905.08,2
603,459,1574.26,1
1092,460,992.27,1
1156,461,1766.21,4
292,461,638.78,3
496,462,2739.56,3
267,462,2769.98,5
45,462,543.73,4
92,462,1576.78,3
501,463,2096.53,1
830,464,314.87,1
1858,464,2243.23,1
1895,465,643.76,3
286,465,2903.52,1
806,466,362.02,1
621,466,793.23,3
50,467,1793.55,2
1680,467,2090.78,5
674,467,1221.58,3
816,468,2764.93,4
331,468,138.49,4
1621,469,604.69,5
63,470,904.98,2
1327,470,1333.27,4
162,470,1012.01,5
1475,471,1243.85,1
593,471,2632.42,3
57,471,225.98,1
96,471,1063.74,2
1365,472,639.8,5
741,473,2716.9,3
134,473,372.41,1
1156,473,1588.59,1
410,474,2896.88,4
461,474,131.53,2
1295,474,1301.57,4
395,475,1440.68,3
1945,475,2079.07,1
1300,476,2924.23,1
1664,476,816.77,5
1506,476,74.47,1
229,477,2693.28,4
301,477,1231.81,3
384,477,1126.41,2
1830,477,1639.03,2
182,478,709.42,5
1698,478,2066.78,1
1740,478,2156.31,1
437,478,2040.84,3
283,479,1567.97,1
974,479,1318.57,1
875,480,1264.27,3
1886,480,1833.5,1
774,480,1984.89,2
854,480,691.98,5
1651,481,2354.17,4
1825,481,1604.59,4
1693,481,2806.44,4
957,481,1318.26,5
940,482,1563.72,3
344,483,2438.63,5
149,483,437.66,1
393,484,982.15,2
869,484,1596.06,3
1148,484,1210.08,5
18,484,331.48,2
1182,485,1970.73,2
1576,485,2305.42,3
872,485,350.09,3
1032,486,1148.11,2
88,486,756.62,4
2000,486,1297.62,4
1409,486,734.25,3
594,487,2214.51,4
1683,487,993.83,1
1440,487,1085.44,2
476,488,1011.31,4
498,488,1952.77,4
365,489,2529.53,5
970,489,2201.56,2
420,490,856.16,5
134,490,1237.63,2
375,490,646.39,4
290,490,493.47,3
25,491,122.68,2
438,491,1704.8,5
649,491,1674.43,3
1790,492,878.77,2
679,492,2172.88,5
1609,492,1332,3
1945,493,248.36,5
1246,493,2027.45,5
1468,494,2688.15,4
52,495,502.62,2
1389,495,1237.4,5
100,496,2534.1,4
1237,496,1558.04,3
899,497,2483.96,5
391,497,174.13,4
1042,497,2795.06,3
1038,498,1847.76,4
121,498,2747.02,4
1025,498,2058.01,4
226,498,1443.18,1
304,499,745.28,5
1752,499,2433.99,3
1561,500,1631.41,4
1641,501,1801.88,5
1610,502,869.47,4
442,503,1919.33,3
597,503,2899.95,1
627,503,152.34,2
1837,504,2388.85,4
4,504,1747.65,5
988,504,2010.14,1
1755,504,1420.24,2
1594,505,1500.72,3
324,505,2084.85,3
577,505,1107.69,1
1307,506,415.56,2
447,506,1306.69,3
258,506,2377.37,3
365,507,1137.61,2
1930,507,2349.8,2
1369,507,1068.6,4
941,507,974.21,4
1238,508,2171.5,2
952,508,338.51,3
411,508,1076.47,4
1622,508,2685.45,4
1517,509,2651.28,5
592,509,2495.37,3
525,509,2306.08,2
998,510,876.28,3
1220,510,1326.2,1
1718,511,1720,5
998,512,120.86,1
1175,513,2685.08,1
